time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:08:14.340000,4682,0,0,,"(-0.6468340158462524, -0.12190018594264984, -0.5963374972343445, -0.17405745387077332, -0.40083277225494385, -0.1574680507183075, -0.4391578137874603, -0.15037092566490173)","(1.1112185716629028, -0.12673886120319366, -0.0015913952374830842, 0.11655140668153763)","(-0.5202686190605164, -0.3016495406627655, 0.9710091948509216, 0.9855046272277832)","(-0.5207905173301697,)","(-0.30208224058151245,)",494.32699585
1970/01/01/02:08:14.367000,4683,0,0,,"(-0.6650959849357605, -0.10525158792734146, -0.6138996481895447, -0.15171948075294495, -0.4131837785243988, -0.14799971878528595, -0.45091158151626587, -0.13891904056072235)","(1.1381423473358154, -0.06284993886947632, -0.0011843896936625242, 0.11955190449953079)","(-0.5352358818054199, -0.4894307553768158, 0.958512008190155, 0.9792560338973999)","(-0.5357727408409119,)","(-0.49004995822906494,)",494.361999512
1970/01/01/02:08:14.398000,4684,0,0,,"(-0.6333222985267639, -0.10156324505805969, -0.6138996481895447, -0.15174606442451477, -0.4131837785243988, -0.14802630245685577, -0.4228406846523285, -0.1387452781200409)","(0.699286937713623, -0.24979208409786224, -0.0006390729104168713, 0.07573414593935013)","(-0.5202896595001221, -0.5828890204429626, 0.9522922039031982, 0.9761461019515991)","(-0.5208116173744202,)","(-0.5836010575294495,)",494.37701416
1970/01/01/02:08:14.411000,4685,0,0,,"(-0.6523053646087646, -0.08035161346197128, -0.6370200514793396, -0.12817557156085968, -0.42638006806373596, -0.13907426595687866, -0.43121495842933655, -0.12728138267993927)","(0.7282963991165161, -0.1659606248140335, -1.0824562195921317e-05, 0.08311434090137482)","(-0.5361922979354858, -0.751051664352417, 0.9411006569862366, 0.9705502986907959)","(-0.5367301106452942,)","(-0.7519307732582092,)",494.406005859
1970/01/01/02:08:14.444000,4686,0,0,,"(-0.6721678972244263, -0.0630439966917038, -0.6562710404396057, -0.10896264016628265, -0.4373179078102112, -0.13259220123291016, -0.44942545890808105, -0.11902777850627899)","(0.8420160412788391, -0.20798854529857635, 0.0012501190649345517, 0.06190013140439987)","(-0.5532407164573669, -0.7992884516716003, 0.9378904104232788, 0.9689452052116394)","(-0.553795576095581,)","(-0.8002154231071472,)",494.433013916
1970/01/01/02:08:14.474000,4687,0,0,,"(-0.7120209336280823, -0.047056689858436584, -0.6737668514251709, -0.09266163408756256, -0.4427608549594879, -0.12468857318162918, -0.4789296090602875, -0.11086487770080566)","(1.282665729522705, -0.11330397427082062, 0.002185220131650567, 0.07121044397354126)","(-0.5762916803359985, -0.671235978603363, 0.9464125037193298, 0.9732062816619873)","(-0.576869547367096,)","(-0.672035813331604,)",494.458007812
1970/01/01/02:08:14.508000,4688,0,0,,"(-0.7389912009239197, -0.03313954919576645, -0.7278965711593628, -0.08135833591222763, -0.4451744258403778, -0.11966948956251144, -0.45726531744003296, -0.10052362829446793)","(0.9518358707427979, -0.16743865609169006, 0.003772529773414135, 0.036514781415462494)","(-0.5917385816574097, -0.7952021360397339, 0.9381623268127441, 0.9690811634063721)","(-0.5923318862915039,)","(-0.796125054359436,)",494.493988037
1970/01/01/02:08:14.518000,4689,0,0,,"(-0.7604355812072754, -0.02884308621287346, -0.7376893162727356, -0.0770091637969017, -0.4487561583518982, -0.1235148161649704, -0.47258105874061584, -0.10040357708930969)","(1.1454026699066162, -0.05094210058450699, 0.004519172944128513, 0.061364464461803436)","(-0.604259729385376, -0.774020254611969, 0.9395720362663269, 0.9697860479354858)","(-0.604865550994873,)","(-0.7749221920967102,)",494.511993408
1970/01/01/02:08:14.546000,4690,0,0,,"(-0.7731347680091858, -0.028312262147665024, -0.7419900894165039, -0.07684937119483948, -0.4487561583518982, -0.12354139983654022, -0.4766116440296173, -0.10059972107410431)","(1.2777549028396606, 0.04459696635603905, 0.0040422724559903145, 0.08058618754148483)","(-0.6095120906829834, -0.6831108927726746, 0.9456222057342529, 0.9728111028671265)","(-0.6101231575012207,)","(-0.683922529220581,)",494.536987305
1970/01/01/02:08:14.589000,4691,0,0,,"(-0.7917971611022949, -0.03368265554308891, -0.7439070343971252, -0.07842487841844559, -0.45210927724838257, -0.12739667296409607, -0.49554720520973206, -0.10869718343019485)","(1.6157792806625366, -0.008642277680337429, 0.0031490374822169542, 0.06496919691562653)","(-0.6202183961868286, -0.5163645148277283, 0.9567195177078247, 0.9783597588539124)","(-0.6208401918411255,)","(-0.517010509967804,)",494.574005127
1970/01/01/02:08:14.608000,4692,0,0,,"(-0.8054037690162659, -0.02805623784661293, -0.7785500884056091, -0.08061041682958603, -0.4500059485435486, -0.12846899032592773, -0.47744736075401306, -0.1054782122373581)","(1.3079566955566406, -0.09928643703460693, 0.004861272405833006, 0.027547437697649002)","(-0.627223014831543, -0.2784932553768158, 0.9725502729415894, 0.9862751364707947)","(-0.6278517842292786,)","(-0.27890294790267944,)",494.600006104
1970/01/01/02:08:14.665000,4693,0,0,,"(-0.7917377352714539, -0.02715156227350235, -0.7572770118713379, -0.08319836109876633, -0.4224381744861603, -0.10782873630523682, -0.45386743545532227, -0.088132344186306)","(1.298786997795105, -0.06704799830913544, 0.003229641355574131, 0.018779495730996132)","(-0.6057227849960327, 0.19292643666267395, 1.0039241313934326, 1.0019620656967163)","(-0.6063300967216492,)","(0.19298499822616577,)",494.647003174
1970/01/01/02:08:14.687000,4694,0,0,,"(-0.7724108695983887, -0.026508644223213196, -0.735087513923645, -0.08539186418056488, -0.3989647328853607, -0.09058094024658203, -0.4336567521095276, -0.07363033294677734)","(1.2592833042144775, -0.12117968499660492, 0.0018765941495075822, -0.008209188468754292)","(-0.5844439268112183, 0.583821713924408, 1.0299389362335205, 1.0149694681167603)","(-0.5850299596786499,)","(0.5842685699462891,)",494.67401123
1970/01/01/02:08:14.720000,4695,0,0,,"(-0.7765294909477234, -0.026496628299355507, -0.7392177581787109, -0.08538039773702621, -0.3989647328853607, -0.09060751646757126, -0.4336567521095276, -0.07365691661834717)","(1.2630490064620972, -0.14195147156715393, 0.001905806944705546, -0.01859862543642521)","(-0.5865041017532349, 0.8305210471153259, 1.046357274055481, 1.0231786966323853)","(-0.5870921611785889,)","(0.8312129378318787,)",494.707000732
1970/01/01/02:08:14.761000,4696,0,0,,"(-0.7332189679145813, -0.03641348332166672, -0.6845971941947937, -0.09782887995243073, -0.3431088626384735, -0.056449372321367264, -0.38848942518234253, -0.04586995393037796)","(1.3011528253555298, -0.3035120964050293, -0.00249177566729486, -0.08617151528596878)","(-0.5368151664733887, 1.3787436485290527, 1.0828425884246826, 1.0414212942123413)","(-0.5373535752296448,)","(1.3799800872802734,)",494.74798584
1970/01/01/02:08:14.802000,4697,0,0,,"(-0.6950180530548096, -0.04296758398413658, -0.6588704586029053, -0.10775542259216309, -0.36167585849761963, -0.0459999181330204, -0.3988109827041626, -0.03841254115104675)","(0.9933087229728699, -0.32763004302978516, -0.004250786267220974, -0.07315357774496078)","(-0.5280641317367554, 1.1783103942871094, 1.0695033073425293, 1.0347516536712646)","(-0.5285938382148743,)","(1.1793477535247803,)",494.779998779
1970/01/01/02:08:14.807000,4698,0,0,,"(-0.7302234768867493, -0.040623828768730164, -0.6895265579223633, -0.10931121557950974, -0.36167585849761963, -0.04602649807929993, -0.3988109827041626, -0.03843911737203598)","(1.1354060173034668, -0.25894391536712646, -0.004019321408122778, -0.06766023486852646)","(-0.5445130467414856, 0.9040310978889465, 1.0512495040893555, 1.0256247520446777)","(-0.5450592041015625,)","(0.9047960042953491,)",494.805999756
1970/01/01/02:08:14.843000,4699,0,0,,"(-0.7228488922119141, -0.05549417436122894, -0.6715127229690552, -0.12154148519039154, -0.3453105390071869, -0.042817071080207825, -0.3950575292110443, -0.036611322313547134)","(1.2501717805862427, -0.36341187357902527, -0.005871917586773634, -0.0930255651473999)","(-0.5331476330757141, 0.8346382975578308, 1.0466313362121582, 1.023315668106079)","(-0.5336824059486389,)","(0.835334300994873,)",494.833007812
1970/01/01/02:08:14.883000,4700,0,0,,"(-0.6929401755332947, -0.06912737339735031, -0.6542830467224121, -0.13737551867961884, -0.37855616211891174, -0.04124998673796654, -0.415192574262619, -0.04092929884791374)","(0.8702949285507202, -0.31012797355651855, -0.005140339024364948, -0.04302234575152397)","(-0.5347066521644592, 0.29964229464530945, 1.0110262632369995, 1.0055131912231445)","(-0.5352429747581482,)","(0.2998068630695343,)",494.865997314
1970/01/01/02:08:14.896000,4701,0,0,,"(-0.6868976354598999, -0.08645696938037872, -0.6424012184143066, -0.15481169521808624, -0.37544211745262146, -0.052271340042352676, -0.41540685296058655, -0.0525277815759182)","(0.9040543437004089, -0.263205885887146, -0.005464532878249884, -0.014104855246841908)","(-0.5295057892799377, 0.07856619358062744, 0.9963132739067078, 0.9981566667556763)","(-0.5300369262695312,)","(0.07851116359233856,)",494.884002686
1970/01/01/02:08:14.909000,4702,0,0,,"(-0.6831576228141785, -0.08619116991758347, -0.6387650370597839, -0.15455761551856995, -0.37544211745262146, -0.0522979199886322, -0.41175714135169983, -0.05282703414559364)","(0.905328094959259, -0.1677556037902832, -0.004542195238173008, 0.010865258052945137)","(-0.5267520546913147, 0.22207844257354736, 1.0058642625808716, 1.0029321908950806)","(-0.5272804498672485,)","(0.22216597199440002,)",494.903015137
1970/01/01/02:08:14.944000,4703,0,0,,"(-0.6640002727508545, -0.12999024987220764, -0.5961030721664429, -0.18777406215667725, -0.3891913592815399, -0.09073583781719208, -0.4443973898887634, -0.09327753633260727)","(1.243749976158142, -0.015435397624969482, -0.0016945572569966316, 0.10824195295572281)","(-0.5228984951972961, -0.05124549940228462, 0.9876740574836731, 0.9938370585441589)","(-0.5234230160713196,)","(-0.051429469138383865,)",494.941986084
1970/01/01/02:08:14.976000,4704,0,0,,"(-0.6603088974952698, -0.12591348588466644, -0.5961030721664429, -0.18780064582824707, -0.3891913592815399, -0.0907624214887619, -0.4406835734844208, -0.09357589483261108)","(1.1953890323638916, 0.008178501389920712, -0.002447824226692319, 0.11442000418901443)","(-0.5210490226745605, -0.1438911259174347, 0.9815083146095276, 0.9907541871070862)","(-0.521571695804596,)","(-0.14416712522506714,)",494.971984863
1970/01/01/02:08:14.983000,4705,0,0,,"(-0.6622085571289062, -0.13451044261455536, -0.6053779125213623, -0.19945760071277618, -0.3586452901363373, -0.11308709532022476, -0.40323835611343384, -0.11146518588066101)","(1.0615475177764893, -0.16436785459518433, -0.004084455780684948, 0.06752490252256393)","(-0.5068590044975281, -0.2364508956670761, 0.9753482937812805, 0.9876741766929626)","(-0.5073675513267517,)","(-0.2368188202381134,)",494.980987549
1970/01/01/02:08:15.010000,4706,0,0,,"(-0.6474232077598572, -0.13356678187847137, -0.6017648577690125, -0.1992500126361847, -0.3586452901363373, -0.11311367154121399, -0.3880561590194702, -0.11249776184558868)","(0.8138595223426819, -0.11971834301948547, -0.0026297117583453655, 0.08532460778951645)","(-0.4984722137451172, -0.1911056935787201, 0.9783660769462585, 0.9891830682754517)","(-0.4989723861217499,)","(-0.19142858684062958,)",494.99798584
1970/01/01/02:08:15.076000,4707,0,0,,"(-0.6699120402336121, -0.12812209129333496, -0.6316373348236084, -0.1906355917453766, -0.38877052068710327, -0.1278475672006607, -0.41067686676979065, -0.1237967312335968)","(0.7726540565490723, -0.12586860358715057, -0.002214481821283698, 0.08470975607633591)","(-0.5247228145599365, -0.5807064175605774, 0.9524374604225159, 0.9762187004089355)","(-0.525249183177948,)","(-0.5814163088798523,)",495.058013916
1970/01/01/02:08:15.091000,4708,0,0,,"(-0.7128442525863647, -0.1104426458477974, -0.6628013253211975, -0.17053349316120148, -0.36165666580200195, -0.1275467425584793, -0.4013930559158325, -0.11657923460006714)","(1.1237260103225708, -0.20913061499595642, -0.002990616951137781, 0.030401501804590225)","(-0.534138023853302, -0.7335752844810486, 0.9422637224197388, 0.9711318612098694)","(-0.534673810005188,)","(-0.7344369888305664,)",495.087005615
1970/01/01/02:08:15.108000,4709,0,0,,"(-0.7281729578971863, -0.11093379557132721, -0.6665953993797302, -0.17067363858222961, -0.36165666580200195, -0.12757332623004913, -0.40916794538497925, -0.11636998504400253)","(1.3628748655319214, -0.06525984406471252, -0.0029197735711932182, 0.058868587017059326)","(-0.5408557653427124, -0.8934245109558105, 0.931625485420227, 0.9658127427101135)","(-0.5413982272148132,)","(-0.89444500207901,)",495.100006104
1970/01/01/02:08:15.125000,4710,0,0,,"(-0.7747076153755188, -0.08498603105545044, -0.728407084941864, -0.14707830548286438, -0.3770400285720825, -0.11979265511035919, -0.4120316803455353, -0.10272027552127838)","(1.2294204235076904, -0.06817615032196045, -0.001943433890119195, 0.033108316361904144)","(-0.5724725127220154, -1.3091425895690918, 0.9039586186408997, 0.9519793391227722)","(-0.5730466246604919,)","(-1.31057608127594,)",495.119995117
1970/01/01/02:08:15.184000,4711,0,0,,"(-0.8519248962402344, -0.03466756269335747, -0.7987804412841797, -0.09259556233882904, -0.4180700480937958, -0.10950997471809387, -0.4665980637073517, -0.08781173080205917)","(1.8190451860427856, 0.08336754888296127, 0.0024333938490599394, 0.04830148443579674)","(-0.6332086324691772, -1.7009614706039429, 0.8778823614120483, 0.9389411807060242)","(-0.6338433623313904,)","(-1.7027840614318848,)",495.165985107
1970/01/01/02:08:15.198000,4712,0,0,,"(-0.8726456761360168, -0.030188076198101044, -0.8361586332321167, -0.0920458659529686, -0.4299372434616089, -0.10971581190824509, -0.46269479393959045, -0.08394546061754227)","(1.507149577140808, 0.08772625774145126, 0.003070951672270894, 0.0417829230427742)","(-0.6497078537940979, -1.646755337715149, 0.8814898729324341, 0.940744936466217)","(-0.6503590941429138,)","(-1.6485241651535034,)",495.191986084
1970/01/01/02:08:15.263000,4713,0,0,,"(-0.9064556956291199, 0.0073952022939920425, -0.8752685785293579, -0.05327198654413223, -0.44786423444747925, -0.08855759352445602, -0.4811234176158905, -0.06528344005346298)","(1.6038674116134644, 0.02566804178059101, 0.006486209575086832, 0.014083083719015121)","(-0.6769995093345642, -1.5357553958892822, 0.8888770937919617, 0.9444385766983032)","(-0.6776779890060425,)","(-1.5374139547348022,)",495.239990234
1970/01/01/02:08:15.285000,4714,0,0,,"(-0.9190985560417175, 0.022698834538459778, -0.9131180644035339, -0.04317770525813103, -0.447668194770813, -0.07260443270206451, -0.4637238681316376, -0.0427853986620903)","(1.0556840896606445, -0.008876343257725239, 0.007506155874580145, -0.025538118556141853)","(-0.6852154731750488, -0.6597818732261658, 0.9471747875213623, 0.9735873937606812)","(-0.6859021782875061,)","(-0.6605703234672546,)",495.278015137
1970/01/01/02:08:15.314000,4715,0,0,,"(-0.9303207397460938, 0.025758782401680946, -0.9008284211158752, -0.0386422835290432, -0.42732322216033936, -0.05235199257731438, -0.4659237265586853, -0.02519695647060871)","(1.3426895141601562, -0.044382039457559586, 0.006324967369437218, -0.06810717284679413)","(-0.6804171204566956, -0.17257370054721832, 0.9795994162559509, 0.9897997379302979)","(-0.6810990571975708,)","(-0.1728781759738922,)",495.308013916
1970/01/01/02:08:15.356000,4716,0,0,,"(-0.9226515889167786, 0.029550589621067047, -0.8814791440963745, -0.03782915323972702, -0.40302595496177673, -0.03141789138317108, -0.4525093734264374, -0.01051249448210001)","(1.5330326557159424, -0.285730242729187, 0.004080330487340689, -0.1663176715373993)","(-0.6642507910728455, 0.5123152732849121, 1.0251801013946533, 1.0125900506973267)","(-0.6649165153503418,)","(0.512691080570221,)",495.337005615
1970/01/01/02:08:15.387000,4717,0,0,,"(-0.9097732305526733, 0.03512246534228325, -0.8892979621887207, -0.04014281928539276, -0.42349180579185486, -0.01223786175251007, -0.45443159341812134, 0.009224234148859978)","(1.0140334367752075, -0.22805534303188324, 0.0031609830912202597, -0.16069401800632477)","(-0.668578565120697, 0.6843196153640747, 1.0366272926330566, 1.0183136463165283)","(-0.669248640537262,)","(0.6848663091659546,)",495.371002197
1970/01/01/02:08:15.399000,4718,0,0,,"(-0.9220332503318787, 0.03476511314511299, -0.8933378458023071, -0.04027553275227547, -0.42349180579185486, -0.012264441698789597, -0.46167612075805664, 0.005863325670361519)","(1.2259303331375122, -0.31975477933883667, 0.0033761204686015844, -0.18697331845760345)","(-0.6744588017463684, 0.6532984972000122, 1.0345628261566162, 1.017281413078308)","(-0.6751347780227661,)","(0.6538143157958984,)",495.390014648
1970/01/01/02:08:15.420000,4719,0,0,,"(-0.9147127270698547, 0.02476603351533413, -0.8701000809669495, -0.04808073490858078, -0.4015059471130371, 0.000814029248431325, -0.4497615694999695, 0.01676718145608902)","(1.440528392791748, -0.30623820424079895, 0.0010618420783430338, -0.1993381232023239)","(-0.6583602428436279, 0.7011572122573853, 1.037747859954834, 1.018873929977417)","(-0.6590200662612915,)","(0.701720654964447,)",495.410003662
