time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:08:12.150000,4619,0,0,,"(-0.757752001285553, 0.08071576803922653, -0.7249786853790283, 0.028389841318130493, -0.4088726043701172, 0.012624136172235012, -0.4590887725353241, 0.02108858712017536)","(1.340169906616211, -0.030985867604613304, 0.007295877672731876, 0.03970389813184738)","(-0.5870843529701233, -2.0629565715789795, 0.8537908792495728, 0.9268954396247864)","(-0.587673008441925,)","(-2.065138578414917,)",492.144012451
1970/01/01/02:08:12.197000,4620,0,0,,"(-0.8291112780570984, 0.11110837012529373, -0.8023685216903687, 0.06611543893814087, -0.4662957489490509, 0.02369563840329647, -0.5156221985816956, 0.03404973819851875)","(1.5146071910858154, 0.07687858492136002, 0.013593451119959354, 0.07632101327180862)","(-0.6526952385902405, -2.1880085468292236, 0.8454684615135193, 0.922734260559082)","(-0.6533494591712952,)","(-2.190315008163452,)",492.179992676
1970/01/01/02:08:12.250000,4621,0,0,,"(-0.8712478280067444, 0.15001897513866425, -0.8713816404342651, 0.09718707203865051, -0.4719078242778778, 0.035286176949739456, -0.4990420341491699, 0.05053769052028656)","(1.1720342636108398, 0.1441577970981598, 0.017290571704506874, 0.04800789803266525)","(-0.6777156591415405, -1.7771034240722656, 0.872814953327179, 0.9364075064659119)","(-0.6783948540687561,)","(-1.7790017127990723,)",492.220001221
1970/01/01/02:08:12.266000,4622,0,0,,"(-0.8999451398849487, 0.1669798046350479, -0.8880506157875061, 0.1136857271194458, -0.46904221177101135, 0.042327217757701874, -0.5083339214324951, 0.06063440069556236)","(1.2894352674484253, 0.1339588761329651, 0.01961761713027954, 0.0020376958418637514)","(-0.6906508803367615, -1.168366551399231, 0.9133275151252747, 0.9566637873649597)","(-0.6913429498672485,)","(-1.169660210609436,)",492.252990723
1970/01/01/02:08:12.292000,4623,0,0,,"(-0.9312781691551208, 0.17487236857414246, -0.9221705794334412, 0.11474137008190155, -0.45714500546455383, 0.05177539214491844, -0.494518518447876, 0.06890489906072617)","(1.108488917350769, -0.07210083305835724, 0.01945102959871292, -0.10893496870994568)","(-0.7005760669708252, -0.5470962524414062, 0.954674243927002, 0.977337121963501)","(-0.7012780904769897,)","(-0.5477727651596069,)",492.277008057
1970/01/01/02:08:12.317000,4624,0,0,,"(-0.9170846343040466, 0.16532014310359955, -0.9035395383834839, 0.10216959565877914, -0.43841052055358887, 0.06028161197900772, -0.4818239212036133, 0.07526347041130066)","(0.9419019222259521, -0.38211411237716675, 0.01688966155052185, -0.24908310174942017)","(-0.684528648853302, 0.3647581934928894, 1.015359878540039, 1.0076799392700195)","(-0.685214638710022,)","(0.36498746275901794,)",492.305999756
1970/01/01/02:08:12.360000,4625,0,0,,"(-0.8733299970626831, 0.14618399739265442, -0.8633044958114624, 0.08425283432006836, -0.45407795906066895, 0.06968879699707031, -0.4896523356437683, 0.07869073748588562)","(0.7074328064918518, -0.4506002366542816, 0.014833399094641209, -0.2799120545387268)","(-0.6694203019142151, 0.8583590388298035, 1.0482100248336792, 1.0241049528121948)","(-0.6700912117958069,)","(0.859078586101532,)",492.355010986
1970/01/01/02:08:12.401000,4626,0,0,,"(-0.8435744643211365, 0.12516334652900696, -0.8227552771568298, 0.05947637930512428, -0.4291536808013916, 0.07553475350141525, -0.4713842272758484, 0.08496419340372086)","(0.7454366683959961, -0.4946304261684418, 0.009914398193359375, -0.3085486590862274)","(-0.6410743594169617, 1.1950762271881104, 1.0706191062927246, 1.0353095531463623)","(-0.6417168974876404,)","(1.1961301565170288,)",492.388000488
1970/01/01/02:08:12.426000,4627,0,0,,"(-0.8099941611289978, 0.09495478868484497, -0.7827968597412109, 0.026313835754990578, -0.40895646810531616, 0.07225549966096878, -0.45309048891067505, 0.07914255559444427)","(0.8128805160522461, -0.5489319562911987, 0.004494591150432825, -0.3118079602718353)","(-0.6130948662757874, 1.3336557149887085, 1.0798418521881104, 1.0399209260940552)","(-0.6137095093727112,)","(1.334847331047058,)",492.42098999
1970/01/01/02:08:12.468000,4628,0,0,,"(-0.7778536677360535, 0.06256008893251419, -0.7499227523803711, -0.0076697212643921375, -0.3995422124862671, 0.06265676021575928, -0.44383203983306885, 0.06470771878957748)","(0.8188479542732239, -0.644853413105011, 0.00031743806903250515, -0.2977868616580963)","(-0.5921939015388489, 1.1233116388320923, 1.065843105316162, 1.032921552658081)","(-0.5927876830101013,)","(1.124294400215149,)",492.459014893
1970/01/01/02:08:12.490000,4629,0,0,,"(-0.7413075566291809, 0.02355155348777771, -0.6908766031265259, -0.04091859981417656, -0.39877352118492126, 0.041146330535411835, -0.459420770406723, 0.04007723927497864)","(1.2734042406082153, -0.5438043475151062, -0.001294497400522232, -0.2092220038175583)","(-0.5720210075378418, 0.8927157521247864, 1.0504964590072632, 1.0252482891082764)","(-0.5725945830345154,)","(0.8934694528579712,)",492.480987549
1970/01/01/02:08:12.511000,4630,0,0,,"(-0.7290385365486145, -0.016685012727975845, -0.6762821078300476, -0.0760464072227478, -0.40701788663864136, 0.01238290686160326, -0.46572065353393555, 0.01113822776824236)","(1.2178837060928345, -0.41330933570861816, -0.0010795688722282648, -0.12115556746721268)","(-0.5689442753791809, 0.4562848210334778, 1.0214511156082153, 1.0107256174087524)","(-0.569514811038971,)","(0.4566049873828888,)",492.503997803
1970/01/01/02:08:12.541000,4631,0,0,,"(-0.6719887256622314, -0.05068255960941315, -0.6222649812698364, -0.10496828705072403, -0.42253851890563965, -0.023578593507409096, -0.47109097242355347, -0.024946806952357292)","(0.9998674988746643, -0.10568568110466003, -0.00033854396315291524, 0.02593921311199665)","(-0.5464227199554443, 0.2391822338104248, 1.007002592086792, 1.003501296043396)","(-0.546970784664154,)","(0.23928675055503845,)",492.533996582
1970/01/01/02:08:12.569000,4632,0,0,,"(-0.6713211536407471, -0.08922428637742996, -0.578345775604248, -0.1397070735692978, -0.4018594026565552, -0.06649283319711685, -0.4866115152835846, -0.06502101570367813)","(2.1586861610412598, 0.2732737064361572, -0.001628271653316915, 0.1723192185163498)","(-0.5339988470077515, 0.16208676993846893, 1.0018717050552368, 1.0009359121322632)","(-0.5345344543457031,)","(0.1621147096157074,)",492.566986084
1970/01/01/02:08:12.599000,4633,0,0,,"(-0.6254555583000183, -0.08657436817884445, -0.578345775604248, -0.13973365724086761, -0.4018594026565552, -0.06651941686868668, -0.44219905138015747, -0.06757400929927826)","(0.8493854999542236, -0.07006344199180603, -0.0010034263832494617, 0.08456559479236603)","(-0.5114518404006958, 0.1567467898130417, 1.001516342163086, 1.000758171081543)","(-0.5119649767875671,)","(0.15676942467689514,)",492.592010498
1970/01/01/02:08:12.636000,4634,0,0,,"(-0.5827637314796448, -0.11379256844520569, -0.530931830406189, -0.16587236523628235, -0.3709357678890228, -0.10100460797548294, -0.41126886010169983, -0.10153791308403015)","(0.8612186908721924, -0.03304997831583023, -0.0006167874089442194, 0.1337907910346985)","(-0.4734998345375061, 0.48680391907691956, 1.023482322692871, 1.0117411613464355)","(-0.4739750623703003,)","(0.48715439438819885,)",492.628997803
1970/01/01/02:08:12.685000,4635,0,0,,"(-0.5482369661331177, -0.13966470956802368, -0.48807865381240845, -0.18692293763160706, -0.38536280393600464, -0.12768776714801788, -0.43103837966918945, -0.12755005061626434)","(0.8464815616607666, 0.13119547069072723, 0.0006753072375431657, 0.22758488357067108)","(-0.4627147614955902, 0.5299685597419739, 1.0263549089431763, 1.013177514076233)","(-0.46317920088768005,)","(0.5303618907928467,)",492.67401123
1970/01/01/02:08:12.709000,4636,0,0,,"(-0.5510114431381226, -0.133671835064888, -0.4914664924144745, -0.18070979416370392, -0.3861236870288849, -0.12282350659370422, -0.42814767360687256, -0.12258461117744446)","(0.8088613152503967, 0.19807174801826477, 0.0012799734249711037, 0.2376253604888916)","(-0.4637218713760376, 0.3774830102920532, 1.0162067413330078, 1.008103370666504)","(-0.4641873240470886,)","(0.37772491574287415,)",492.704986572
1970/01/01/02:08:12.760000,4637,0,0,,"(-0.5517942309379578, -0.11066602915525436, -0.5018532872200012, -0.16127480566501617, -0.342872679233551, -0.10978686064481735, -0.38100987672805786, -0.10887237638235092)","(0.7655143141746521, -0.06280706077814102, -0.0004958026111125946, 0.13436074554920197)","(-0.44393685460090637, 0.2346254587173462, 1.0066993236541748, 1.0033496618270874)","(-0.44438251852989197,)","(0.2347254604101181,)",492.746002197
1970/01/01/02:08:12.780000,4638,0,0,,"(-0.6073725819587708, -0.08483892679214478, -0.5174511075019836, -0.1328865885734558, -0.34647780656814575, -0.0887511745095253, -0.42746272683143616, -0.08504289388656616)","(1.7248649597167969, 0.23568744957447052, -0.0016906710807234049, 0.18773838877677917)","(-0.47421514987945557, -0.39909419417381287, 0.9645240902900696, 0.9822620153427124)","(-0.4746910631656647,)","(-0.39962369203567505,)",492.776000977
1970/01/01/02:08:12.803000,4639,0,0,,"(-0.5893054008483887, -0.050983328372240067, -0.5384939312934875, -0.09484860301017761, -0.39606913924217224, -0.06110379099845886, -0.4442366659641266, -0.057106878608465195)","(0.9018500447273254, 0.05853042006492615, -0.0002754288143478334, 0.12980163097381592)","(-0.4915330708026886, -0.6309014558792114, 0.9490968585014343, 0.9745484590530396)","(-0.49202626943588257,)","(-0.6316612362861633,)",492.79901123
1970/01/01/02:08:12.869000,4640,0,0,,"(-0.81639564037323, -0.017534537240862846, -0.5569021701812744, -1.9456746578216553, -0.24115434288978577, -0.03998024761676788, -0.47429153323173523, 1.8579163551330566)","(12.364035606384277, 42.21540451049805, -0.008344749920070171, 11.216253280639648)","(-0.5216625928878784, -0.9962155222892761, 0.9247845411300659, 0.962392270565033)","(-0.5221859216690063,)","(-0.9973381161689758,)",492.851013184
1970/01/01/02:08:12.887000,4641,0,0,,"(-0.7221146821975708, 0.028722530230879784, -0.6831255555152893, -0.025209933519363403, -0.40347447991371155, -0.016794338822364807, -0.44907498359680176, -0.009936129674315453)","(1.1905245780944824, -0.018714092671871185, 0.0028568864800035954, 0.040810681879520416)","(-0.5638819336891174, -1.4071143865585327, 0.8974384069442749, 0.9487192034721375)","(-0.5644474625587463,)","(-1.4086451530456543,)",492.884002686
1970/01/01/02:08:12.943000,4642,0,0,,"(-0.7308393716812134, 0.07544758915901184, -0.7064465880393982, 0.031776122748851776, -0.4475334882736206, 0.01572246663272381, -0.4873916208744049, 0.023632721975445747)","(1.0219905376434326, 0.054646085947752, 0.008153843693435192, 0.04744748771190643)","(-0.5924587249755859, -1.2126011848449707, 0.9103836417198181, 0.9551918506622314)","(-0.5930527448654175,)","(-1.2139387130737305,)",492.928985596
1970/01/01/02:08:12.959000,4643,0,0,,"(-0.7956777811050415, 0.07540956884622574, -0.7623708248138428, 0.0270304623991251, -0.4475334882736206, 0.015695886686444283, -0.49845001101493835, 0.02360782027244568)","(1.279991626739502, -0.11734171211719513, 0.008969862945377827, -0.012710420414805412)","(-0.6253811120986938, -1.2373460531234741, 0.9087368249893188, 0.9543684124946594)","(-0.6260080337524414,)","(-1.2387081384658813,)",492.954986572
1970/01/01/02:08:13.001000,4644,0,0,,"(-0.8131077289581299, 0.10653341561555862, -0.8062640428543091, 0.04732036218047142, -0.4361021816730499, 0.03595757484436035, -0.4673386812210083, 0.046468790620565414)","(0.8227531909942627, -0.1640852689743042, 0.009877988137304783, -0.07320214062929153)","(-0.6300715804100037, -0.9019818902015686, 0.9310559630393982, 0.9655279517173767)","(-0.6307031512260437,)","(-0.903010904788971,)",492.993988037
1970/01/01/02:08:13.036000,4645,0,0,,"(-0.843575119972229, 0.10633546113967896, -0.8149404525756836, 0.04724564775824547, -0.4359069764614105, 0.03257403522729874, -0.48189976811408997, 0.04651029780507088)","(1.1651242971420288, -0.0365905724465847, 0.010277713648974895, -0.06407982110977173)","(-0.6434356570243835, -0.5052998661994934, 0.9574558734893799, 0.9787279367446899)","(-0.6440805792808533,)","(-0.5059348344802856,)",493.024993896
1970/01/01/02:08:13.063000,4646,0,0,,"(-0.7936481237411499, 0.08374873548746109, -0.7772728800773621, 0.02593056671321392, -0.45425593852996826, 0.04058253392577171, -0.49171116948127747, 0.04518340155482292)","(0.8107070922851562, -0.3444361388683319, 0.008756722323596478, -0.14216510951519012)","(-0.6285918951034546, -0.029621807858347893, 0.9891131520271301, 0.9945566058158875)","(-0.62922203540802,)","(-0.029784297570586205,)",493.061004639
1970/01/01/02:08:13.100000,4647,0,0,,"(-0.8191159963607788, 0.08309653401374817, -0.7772728800773621, 0.025903986766934395, -0.45425593852996826, 0.04055595397949219, -0.509649932384491, 0.045528460294008255)","(1.3242429494857788, -0.28630757331848145, 0.00908025074750185, -0.14074410498142242)","(-0.6394327282905579, 0.26102524995803833, 1.0084562301635742, 1.004228115081787)","(-0.6400737166404724,)","(0.2611514627933502,)",493.092987061
1970/01/01/02:08:13.152000,4648,0,0,,"(-0.7815104126930237, 0.036383405327796936, -0.7327747344970703, -0.023373937234282494, -0.4366600811481476, 0.024498673155903816, -0.49312824010849, 0.026963386684656143)","(1.3557828664779663, -0.29106172919273376, 0.003795031225308776, -0.12159452587366104)","(-0.6104063987731934, 0.45859432220458984, 1.0216048955917358, 1.0108023881912231)","(-0.6110183596611023,)","(0.4589167833328247,)",493.144012451
1970/01/01/02:08:13.184000,4649,0,0,,"(-0.7664092779159546, 0.010747717693448067, -0.7147097587585449, -0.0496491938829422, -0.4328210651874542, 0.010878191329538822, -0.48909443616867065, 0.012424809858202934)","(1.3866652250289917, -0.2616860270500183, 0.0018331584287807345, -0.09581708908081055)","(-0.6001569032669067, 0.5171534419059753, 1.02550208568573, 1.0127509832382202)","(-0.6007586121559143,)","(0.517534077167511,)",493.178009033
1970/01/01/02:08:13.225000,4650,0,0,,"(-0.7294108867645264, -0.015453559346497059, -0.6947169303894043, -0.07725852727890015, -0.4318320155143738, -0.006551218219101429, -0.469467431306839, -0.0066655720584094524)","(0.9383605718612671, -0.2605138123035431, 0.0002400834928266704, -0.06765322387218475)","(-0.5807744860649109, 0.507112443447113, 1.0248337984085083, 1.012416958808899)","(-0.5813568234443665,)","(0.5074831247329712,)",493.217987061
1970/01/01/02:08:13.263000,4651,0,0,,"(-0.8454450964927673, -0.0615026094019413, -0.5926226377487183, -1.9342886209487915, -0.2833443284034729, -0.034557901322841644, -0.5132784247398376, 1.820667028427124)","(11.048566818237305, 50.371986389160156, -0.007746458053588867, 13.001808166503906)","(-0.5581129193305969, 0.792665421962738, 1.0438379049301147, 1.0219190120697021)","(-0.5586726069450378,)","(0.7933197021484375,)",493.257995605
1970/01/01/02:08:13.270000,4652,0,0,,"(-0.6783391237258911, -0.0798850730061531, -0.6183335185050964, -0.13771241903305054, -0.38645416498184204, -0.048962049186229706, -0.4401252269744873, -0.05046823248267174)","(1.3164072036743164, -0.18161311745643616, -0.002215440385043621, 0.009011811576783657)","(-0.5302810668945312, 0.8721853494644165, 1.0491300821304321, 1.0245651006698608)","(-0.5308129787445068,)","(0.8729186058044434,)",493.269989014
1970/01/01/02:08:13.329000,4653,0,0,,"(-0.6467750072479248, -0.10528256744146347, -0.5512216091156006, -0.15768826007843018, -0.3796788156032562, -0.06551221013069153, -0.4660435914993286, -0.06598912924528122)","(2.232618570327759, 0.27250728011131287, -0.0021427993196994066, 0.17686839401721954)","(-0.5104176998138428, 0.9790410399436951, 1.0562416315078735, 1.028120756149292)","(-0.5109297633171082,)","(0.9798804521560669,)",493.303985596
1970/01/01/02:08:13.353000,4654,0,0,,"(-0.589440107345581, -0.12133515626192093, -0.5364757180213928, -0.17811541259288788, -0.37348708510398865, -0.07787977904081345, -0.4158323109149933, -0.08297332376241684)","(0.923987865447998, -0.04355940967798233, -0.0009100077440962195, 0.11807563155889511)","(-0.47832876443862915, 0.9786298871040344, 1.0562142133712769, 1.0281070470809937)","(-0.47880879044532776,)","(0.9794688820838928,)",493.346984863
1970/01/01/02:08:13.389000,4655,0,0,,"(-0.5809487700462341, -0.13195161521434784, -0.48350661993026733, -0.1856357455253601, -0.3248172104358673, -0.08741408586502075, -0.4103586673736572, -0.08960932493209839)","(1.8996281623840332, 0.32203495502471924, -0.001247985870577395, 0.23098024725914001)","(-0.4494566023349762, 0.9641238451004028, 1.0552488565444946, 1.0276243686676025)","(-0.4499078094959259,)","(0.9649484753608704,)",493.385009766
1970/01/01/02:08:13.424000,4656,0,0,,"(-0.5343948006629944, -0.13153527677059174, -0.47686442732810974, -0.18950605392456055, -0.31895214319229126, -0.08703964203596115, -0.36432725191116333, -0.09360764175653458)","(0.8477565050125122, -0.03846386820077896, -0.00021971030218992382, 0.1409619301557541)","(-0.42320969700813293, 0.9127815365791321, 1.051831841468811, 1.0259159803390503)","(-0.42363467812538147,)","(0.9135551452636719,)",493.412994385
1970/01/01/02:08:13.452000,4657,0,0,,"(-0.5297763347625732, -0.12864834070205688, -0.4720037281513214, -0.18731962144374847, -0.31223398447036743, -0.08092761784791946, -0.3584635555744171, -0.0880778431892395)","(0.8211064338684082, -0.052060604095458984, -0.0005598260322585702, 0.13229338824748993)","(-0.417699933052063, 0.7813090682029724, 1.0430821180343628, 1.0215411186218262)","(-0.4181194007396698,)","(0.7819520831108093,)",493.45098877
1970/01/01/02:08:13.491000,4658,0,0,,"(-0.4958815574645996, -0.12057430297136307, -0.4324847459793091, -0.175100639462471, -0.3154429793357849, -0.07074430584907532, -0.36639493703842163, -0.07758261263370514)","(0.755914032459259, 0.16188561916351318, 0.001067782985046506, 0.19997909665107727)","(-0.402147114276886, 0.542245626449585, 1.0271719694137573, 1.0135860443115234)","(-0.4025510549545288,)","(0.5426511764526367,)",493.484008789
1970/01/01/02:08:13.552000,4659,0,0,,"(-0.5051177740097046, -0.09190458059310913, -0.444202721118927, -0.14603520929813385, -0.31584808230400085, -0.04693286120891571, -0.3680514395236969, -0.05274352431297302)","(0.7148565053939819, 0.11734259873628616, -0.0013223193818703294, 0.1581859141588211)","(-0.4078953266143799, 0.05399518832564354, 0.9946780204772949, 0.9973390102386475)","(-0.40830498933792114,)","(0.053915753960609436,)",493.542999268
1970/01/01/02:08:13.597000,4660,0,0,,"(-0.5177818536758423, -0.07433652877807617, -0.4589819312095642, -0.12730266153812408, -0.3241669237613678, -0.03710577264428139, -0.37625932693481445, -0.041526734828948975)","(0.6869799494743347, 0.1190076619386673, -0.00207230425439775, 0.14693671464920044)","(-0.41887685656547546, -0.42674246430397034, 0.9626840353012085, 0.9813420176506042)","(-0.4192975163459778,)","(-0.4272994101047516,)",493.589996338
1970/01/01/02:08:13.621000,4661,0,0,,"(-0.5729407072067261, -0.0513518787920475, -0.5238907933235168, -0.10689982026815414, -0.33225059509277344, -0.028995322063565254, -0.37980175018310547, -0.03152494877576828)","(0.6785908341407776, -0.08771270513534546, -0.0038491832092404366, 0.062360841780900955)","(-0.4517674744129181, -0.925233006477356, 0.9295085668563843, 0.9647542834281921)","(-0.45222097635269165,)","(-0.9262851476669312,)",493.614990234
1970/01/01/02:08:13.653000,4662,0,0,,"(-0.5975247025489807, -0.028060052543878555, -0.5524231195449829, -0.08097603917121887, -0.35091444849967957, -0.022231923416256905, -0.3972833454608917, -0.022186994552612305)","(0.7211957573890686, -0.03689837455749512, -0.0026717218570411205, 0.07133705168962479)","(-0.47406062483787537, -1.3795582056045532, 0.8992723226547241, 0.9496361613273621)","(-0.47453638911247253,)","(-1.3810615539550781,)",493.645996094
1970/01/01/02:08:13.682000,4663,0,0,,"(-0.6722018122673035, -0.0032340853940695524, -0.5872703194618225, -0.05119570344686508, -0.3739483654499054, -0.01695125550031662, -0.45900478959083557, -0.012567549012601376)","(1.9288240671157837, 0.28617045283317566, -0.00041477277409285307, 0.16219206154346466)","(-0.5225820541381836, -1.8584493398666382, 0.8674012422561646, 0.9337006211280823)","(-0.5231063365936279,)","(-1.8604284524917603,)",493.67199707
1970/01/01/02:08:13.717000,4664,0,0,,"(-0.7052398324012756, 0.022624336183071136, -0.6743119359016418, -0.023026272654533386, -0.44374048709869385, -0.014988445676863194, -0.4825519323348999, -0.008657757192850113)","(0.9851317405700684, 0.16880764067173004, 0.004106746055185795, 0.13331811130046844)","(-0.5758835673332214, -2.2970356941223145, 0.8382124900817871, 0.9191062450408936)","(-0.5764610767364502,)","(-2.299450397491455,)",493.707000732
1970/01/01/02:08:13.786000,4665,0,0,,"(-0.774097740650177, 0.062419261783361435, -0.7554083466529846, 0.026200462132692337, -0.5049700736999512, -0.030757252126932144, -0.5362691283226013, -0.01709921285510063)","(1.4062696695327759, 0.2749556005001068, 0.009622655808925629, 0.17430782318115234)","(-0.6420427560806274, -2.5165598392486572, 0.8236027359962463, 0.9118013978004456)","(-0.6426863074302673,)","(-2.5191924571990967,)",493.74798584
1970/01/01/02:08:13.804000,4666,0,0,,"(-0.8293039798736572, 0.08237385004758835, -0.838437557220459, 0.04135100170969963, -0.5258123278617859, -0.037127528339624405, -0.5386975407600403, -0.02016950398683548)","(1.3129003047943115, 0.12382037937641144, 0.013793284073472023, 0.11769262701272964)","(-0.6823790073394775, -2.4024438858032227, 0.8311973810195923, 0.9155986905097961)","(-0.6830628514289856,)","(-2.404963254928589,)",493.790008545
1970/01/01/02:08:13.830000,4667,0,0,,"(-0.8701522350311279, 0.08461207896471024, -0.843069851398468, 0.04157896339893341, -0.5258123278617859, -0.03715410828590393, -0.5660924315452576, -0.02152891643345356)","(1.9277878999710083, 0.20996959507465363, 0.01353984884917736, 0.12983913719654083)","(-0.7005797028541565, -2.1899447441101074, 0.8453395962715149, 0.9226698279380798)","(-0.701281726360321,)","(-2.1922531127929688,)",493.811004639
1970/01/01/02:08:13.840000,4668,0,0,,"(-0.8990328907966614, 0.10498788207769394, -0.9081773161888123, 0.06081926450133324, -0.5344163179397583, -0.035021767020225525, -0.5464304089546204, -0.013157590292394161)","(1.2976752519607544, 0.14247648417949677, 0.01664273999631405, 0.07028740644454956)","(-0.7212914824485779, -1.58197820186615, 0.8858008980751038, 0.9429004788398743)","(-0.7220142483711243,)","(-1.583682656288147,)",493.830993652
1970/01/01/02:08:13.863000,4669,0,0,,"(-0.9126842021942139, 0.11897574365139008, -0.9187265038490295, 0.07448745518922806, -0.5308551788330078, -0.02863251604139805, -0.547796905040741, -0.007096531335264444)","(1.2969049215316772, 0.0872538834810257, 0.018288075923919678, 0.03251486271619797)","(-0.7267875075340271, -1.1324913501739502, 0.9157150983810425, 0.9578575491905212)","(-0.727515697479248,)","(-1.1337493658065796,)",493.851013184
1970/01/01/02:08:13.893000,4670,0,0,,"(-0.9323640465736389, 0.1277478039264679, -0.9186543822288513, 0.0803077295422554, -0.46969109773635864, -0.01194483507424593, -0.5093732476234436, 0.010582376271486282)","(1.3445827960968018, -0.12431691586971283, 0.01837817206978798, -0.08912137150764465)","(-0.7068124413490295, -0.31174126267433167, 0.9703375697135925, 0.9851688146591187)","(-0.7075206637382507,)","(-0.3121839761734009,)",493.885986328
1970/01/01/02:08:13.922000,4671,0,0,,"(-0.9162396788597107, 0.12577740848064423, -0.8942008018493652, 0.07499071210622787, -0.44850805401802063, 0.002652478637173772, -0.49113163352012634, 0.022836344316601753)","(1.2545017004013062, -0.18188880383968353, 0.01584850437939167, -0.14447201788425446)","(-0.6868317723274231, 0.3437187671661377, 1.0139596462249756, 1.0069798231124878)","(-0.6875200271606445,)","(0.3439271152019501,)",493.919006348
1970/01/01/02:08:13.968000,4672,0,0,,"(-0.9056289196014404, 0.12077942490577698, -0.8950649499893188, 0.05646194517612457, -0.4213244318962097, 0.014004996977746487, -0.45620813965797424, 0.03465184569358826)","(0.9207307696342468, -0.39615166187286377, 0.012815466150641441, -0.2548709809780121)","(-0.6688862442970276, 1.1930112838745117, 1.0704816579818726, 1.035240888595581)","(-0.6695566177368164,)","(1.1940631866455078,)",493.960998535
1970/01/01/02:08:13.993000,4673,0,0,,"(-0.8813971877098083, 0.0936037003993988, -0.8547681570053101, 0.025465117767453194, -0.3968578577041626, 0.016063610091805458, -0.43796244263648987, 0.03355994075536728)","(1.122635006904602, -0.4207497239112854, 0.007073374465107918, -0.2675798237323761)","(-0.6421027779579163, 1.5011824369430542, 1.0909911394119263, 1.0454955101013184)","(-0.6427464485168457,)","(1.5025405883789062,)",493.984008789
1970/01/01/02:08:14.027000,4674,0,0,,"(-0.8216022253036499, 0.05116580054163933, -0.8085407018661499, -0.015847545117139816, -0.4192819595336914, 0.0051354048773646355, -0.44408759474754333, 0.019343877211213112)","(0.7896229028701782, -0.37443190813064575, 0.0037914798595011234, -0.20338496565818787)","(-0.6227537989616394, 1.4197089672088623, 1.085568904876709, 1.0427844524383545)","(-0.6233780980110168,)","(1.4209860563278198,)",494.022003174
1970/01/01/02:08:14.060000,4675,0,0,,"(-0.7955150604248047, 0.005823861341923475, -0.7669498920440674, -0.06303960829973221, -0.4051993787288666, -0.010393925942480564, -0.4375587999820709, -0.0019669905304908752)","(1.0295394659042358, -0.37257441878318787, -0.0004130887391511351, -0.16027240455150604)","(-0.6007035374641418, 1.2017279863357544, 1.0710618495941162, 1.035530924797058)","(-0.6013057827949524,)","(1.2027887105941772,)",494.052001953
1970/01/01/02:08:14.093000,4676,0,0,,"(-0.7760066390037537, -0.036133889108896255, -0.7383713722229004, -0.10543394833803177, -0.4008006155490875, -0.03593439236283302, -0.43584296107292175, -0.028813522309064865)","(1.1350584030151367, -0.2636459469795227, -0.002726794918999076, -0.08675821125507355)","(-0.5871666669845581, 0.9146274328231812, 1.051954746246338, 1.025977373123169)","(-0.5877553820610046,)","(0.915402889251709,)",494.084991455
1970/01/01/02:08:14.127000,4677,0,0,,"(-0.746454656124115, -0.07497268915176392, -0.7130011916160583, -0.1442219316959381, -0.4057573080062866, -0.06830812990665436, -0.4310871362686157, -0.06209001690149307)","(0.9809973239898682, -0.1835610270500183, -0.0035391636192798615, -0.015529421158134937)","(-0.5734999775886536, 0.7994906902313232, 1.0442922115325928, 1.0221461057662964)","(-0.5740750432014465,)","(0.8001517653465271,)",494.118988037
1970/01/01/02:08:14.202000,4678,0,0,,"(-0.709172785282135, -0.13616007566452026, -0.6653735041618347, -0.19890247285366058, -0.4307641088962555, -0.12838760018348694, -0.45745590329170227, -0.12476902455091476)","(0.9650641679763794, -0.02972188964486122, -0.0030926628969609737, 0.1086086556315422)","(-0.5651248693466187, 0.1992609202861786, 1.0043457746505737, 1.002172827720642)","(-0.5656915903091431,)","(0.1993257850408554,)",494.190002441
1970/01/01/02:08:14.237000,4679,0,0,,"(-0.6621263027191162, -0.15218770503997803, -0.6301798820495605, -0.21026767790317535, -0.4465177655220032, -0.15138326585292816, -0.4625168442726135, -0.15096953511238098)","(0.6801457405090332, -0.17718900740146637, -0.0021281989756971598, 0.1136687844991684)","(-0.5497837662696838, -0.04728088900446892, 0.9879379272460938, 0.9939689636230469)","(-0.550335168838501,)","(-0.04746092110872269,)",494.227996826
1970/01/01/02:08:14.257000,4680,0,0,,"(-0.6508963704109192, -0.1517719328403473, -0.5932725071907043, -0.20885233581066132, -0.40023094415664673, -0.15331874787807465, -0.4429469704627991, -0.15180319547653198)","(1.1395342350006104, -0.0854695662856102, -0.002194417407736182, 0.13650724291801453)","(-0.5213137269020081, 0.07704610377550125, 0.9962121248245239, 0.998106062412262)","(-0.5218366980552673,)","(0.0769895687699318,)",494.244995117
1970/01/01/02:08:14.284000,4681,0,0,,"(-0.6317614912986755, -0.15144750475883484, -0.5981138944625854, -0.20776690542697906, -0.41521716117858887, -0.1636589914560318, -0.42831701040267944, -0.1615060418844223)","(0.6833811402320862, -0.11056867241859436, -0.0012077464489266276, 0.14116667211055756)","(-0.51783287525177, -0.1187533363699913, 0.9831812977790833, 0.9915906190872192)","(-0.5183523893356323,)","(-0.11900436133146286,)",494.277008057
